,date,avg_temp,humidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyHeatingDegreeDays,DailyDepartureFromNormalAverageTemperature,max_temp,snowfall,min_temp,precipitation,winddirectiondegrees,Wind Speed (mph),MTD_PRCP,winddirection,month
183,2018-07-03 23:59:00,76,63.0,30.1,29.41,6.3,11,0,2.7,89,0.0,63,0.0,80,15,0.24,E,July
184,2018-07-04 23:59:00,85,68.0,30.17,29.46,7.7,20,0,11.5,93,0.0,76,0.01,190,17,0.25,S,July
185,2018-07-05 23:59:00,83,73.0,30.21,29.5,6.5,18,0,9.4,92,0.0,74,0.02,290,18,0.27,W,July
186,2018-07-06 23:59:00,70,55.0,30.36,29.64,13.8,5,0,-3.7,75,0.0,64,0.0,40,22,0.27,NE,July
187,2018-07-07 23:59:00,71,46.0,30.31,29.58,6.9,6,0,-2.8,82,0.0,59,0.0,110,15,0.27,E,July
188,2018-07-08 23:59:00,76,48.0,30.23,29.51,4.3,11,0,2.1,88,0.0,63,0.0,170,12,0.27,S,July
189,2018-07-09 23:59:00,79,52.0,30.14,29.41,7.9,14,0,5.0,91,0.0,67,0.0,240,15,0.27,SW,July
190,2018-07-10 23:59:00,79,50.0,30.08,29.36,10.7,14,0,4.9,87,0.0,71,0.0,30,21,0.27,NE,July
191,2018-07-11 23:59:00,77,48.0,30.12,29.41,6.5,12,0,2.8,87,0.0,67,0.0,40,15,0.27,NE,July
192,2018-07-12 23:59:00,79,52.0,30.12,29.41,7.4,14,0,4.8,87,0.0,70,0.0,200,16,0.27,S,July
193,2018-07-13 23:59:00,84,49.0,30.06,29.34,8.7,19,0,9.7,95,0.0,72,0.0,240,16,0.27,SW,July
194,2018-07-14 23:59:00,77,77.0,30.03,29.31,4.7,12,0,2.7,82,0.0,72,0.26,260,17,0.53,W,July
195,2018-07-15 23:59:00,82,68.0,29.95,29.23,3.9,17,0,7.7,91,0.0,72,0.0,300,14,0.53,NW,July
196,2018-07-16 23:59:00,83,61.0,29.92,29.21,6.1,18,0,8.7,93,0.0,72,0.08,60,18,0.61,NE,July
197,2018-07-17 23:59:00,75,56.0,30.04,29.34,9.9,10,0,0.7,81,0.0,68,0.0,20,18,0.61,N,July
198,2018-07-18 23:59:00,72,50.0,30.08,29.36,7.4,7,0,-2.3,80,0.0,63,0.0,70,14,0.61,E,July
199,2018-07-19 23:59:00,77,52.0,29.9,29.15,10.2,12,0,2.7,87,0.0,67,0.03,160,20,0.64,S,July
200,2018-07-20 23:59:00,74,77.0,29.65,28.93,11.6,9,0,-0.3,78,0.0,70,0.15,230,21,0.79,SW,July
201,2018-07-21 23:59:00,74,83.0,29.74,29.04,12.9,9,0,-0.2,79,0.0,69,0.12,350,20,0.91,N,July
202,2018-07-22 23:59:00,72,84.0,29.86,29.16,14.8,7,0,-2.2,76,0.0,67,0.13,20,24,1.04,N,July
203,2018-07-23 23:59:00,74,69.0,29.91,29.21,9.1,9,0,-0.2,82,0.0,65,0.0,10,17,1.04,N,July
204,2018-07-24 23:59:00,77,61.0,29.96,29.26,5.0,12,0,2.9,88,0.0,66,0.0,320,14,1.04,NW,July
205,2018-07-25 23:59:00,79,51.0,29.96,29.24,7.8,14,0,4.9,90,0.0,67,0.0,300,14,1.04,NW,July
206,2018-07-26 23:59:00,74,57.0,29.92,29.21,10.3,9,0,0.0,81,0.0,66,0.03,290,18,1.07,W,July
207,2018-07-27 23:59:00,71,58.0,30.02,29.32,8.1,6,0,-3.0,79,0.0,62,0.0,310,16,1.07,NW,July
208,2018-07-28 23:59:00,72,53.0,30.09,29.39,5.6,7,0,-1.9,82,0.0,61,0.0,130,12,1.07,SE,July
209,2018-07-29 23:59:00,73,62.0,30.08,29.36,2.9,8,0,-0.9,83,0.0,62,0.07,110,15,1.14,E,July
210,2018-07-30 23:59:00,72,61.0,30.05,29.34,6.0,7,0,-1.8,82,0.0,62,0.0,100,15,1.14,E,July
211,2018-07-31 23:59:00,73,68.0,29.99,29.26,7.5,8,0,-0.8,80,0.0,66,0.0,30,15,1.14,NE,July
212,2018-08-01 23:59:00,74,61.0,29.94,29.23,7.5,9,0,0.3,85,0.0,63,0.0,220,21,0.0,SW,August
213,2018-08-02 23:59:00,78,61.0,29.94,29.23,8.9,13,0,4.3,85,0.0,70,0.0,210,17,0.0,SW,August
214,2018-08-03 23:59:00,78,57.0,30.01,29.31,4.0,13,0,4.4,89,0.0,67,0.0,100,17,0.0,E,August
215,2018-08-04 23:59:00,84,53.0,30.01,29.31,9.6,19,0,10.5,97,0.0,71,0.0,230,21,0.0,SW,August
216,2018-08-05 23:59:00,85,53.0,30.03,29.31,12.5,20,0,11.5,94,0.0,75,0.0,240,25,0.0,SW,August
217,2018-08-06 23:59:00,75,77.0,30.0,29.27,6.7,10,0,1.6,81,0.0,69,0.34,300,20,0.34,NW,August
218,2018-08-07 23:59:00,76,80.0,29.94,29.21,4.9,11,0,2.6,83,0.0,69,2.36,30,18,2.7,NE,August
219,2018-08-08 23:59:00,77,68.0,29.91,29.21,5.8,12,0,3.7,85,0.0,69,0.0,10,13,2.7,N,August
220,2018-08-09 23:59:00,79,70.0,29.91,29.2,9.6,14,0,5.8,89,0.0,69,0.43,260,25,3.13,W,August
221,2018-08-10 23:59:00,77,72.0,29.93,29.23,9.2,12,0,3.8,83,0.0,70,0.0,20,20,3.13,N,August
222,2018-08-11 23:59:00,78,56.0,29.99,29.29,4.6,13,0,4.9,88,0.0,68,0.0,20,21,3.13,N,August
223,2018-08-12 23:59:00,79,57.0,30.09,29.38,6.1,14,0,6.0,87,0.0,70,0.0,30,15,3.13,NE,August
224,2018-08-13 23:59:00,78,58.0,30.05,29.32,2.9,13,0,5.0,89,0.0,66,0.0,110,13,3.13,E,August
225,2018-08-14 23:59:00,79,56.0,29.96,29.24,5.1,14,0,6.1,87,0.0,71,0.0,240,12,3.13,SW,August
226,2018-08-15 23:59:00,79,69.0,29.91,29.21,5.9,14,0,6.2,85,0.0,73,0.01,160,17,3.14,S,August
227,2018-08-16 23:59:00,78,72.0,29.92,29.21,4.4,13,0,5.3,86,0.0,69,0.5,300,16,3.64,NW,August
228,2018-08-17 23:59:00,77,78.0,29.94,29.24,5.5,12,0,4.3,85,0.0,68,0.11,30,14,3.75,NE,August
229,2018-08-18 23:59:00,75,77.0,29.99,29.28,8.5,10,0,2.4,80,0.0,70,0.0,30,16,3.75,NE,August
230,2018-08-19 23:59:00,77,71.0,29.95,29.23,6.5,12,0,4.5,86,0.0,68,0.0,80,17,3.75,E,August
231,2018-08-20 23:59:00,74,79.0,29.83,29.1,10.1,9,0,1.7,79,0.0,69,0.82,110,16,4.57,E,August
232,2018-08-21 23:59:00,72,78.0,29.87,29.18,10.5,7,0,-0.2,78,0.0,66,0.13,10,29,4.7,N,August
233,2018-08-22 23:59:00,69,55.0,30.09,29.39,8.7,4,0,-3.1,79,0.0,58,0.0,340,18,4.7,N,August
234,2018-08-23 23:59:00,70,54.0,30.08,29.36,6.5,5,0,-2.0,80,0.0,60,0.0,220,16,4.7,SW,August
235,2018-08-24 23:59:00,68,76.0,29.96,29.22,11.9,3,0,-3.8,72,0.0,63,0.04,180,22,4.74,S,August
236,2018-08-25 23:59:00,76,80.0,29.91,29.2,6.6,11,0,4.3,86,0.0,66,0.06,180,15,4.8,S,August
237,2018-08-26 23:59:00,83,72.0,29.95,29.24,8.9,18,0,11.5,93,0.0,72,0.0,220,22,4.8,SW,August
238,2018-08-27 23:59:00,86,61.0,29.87,29.15,16.2,21,0,14.7,93,0.0,78,0.0,200,29,4.8,S,August
239,2018-08-28 23:59:00,79,75.0,29.9,29.19,11.9,14,0,7.9,91,0.0,67,1.39,330,33,6.19,NW,August
240,2018-08-29 23:59:00,71,79.0,30.02,29.34,9.4,6,0,0.1,76,0.0,65,0.42,160,24,6.61,S,August
241,2018-08-30 23:59:00,67,66.0,30.17,29.44,6.6,2,0,-3.7,73,0.0,61,0.0,60,14,6.61,NE,August
242,2018-08-31 23:59:00,73,72.0,30.05,29.31,7.8,8,0,2.5,85,0.0,60,0.0,140,25,6.61,SE,August
243,2018-09-01 23:59:00,79,80.0,29.97,29.27,7.8,14,0,8.8,86,0.0,72,0.16,210,22,0.16,SW,September
244,2018-09-02 23:59:00,81,68.0,30.04,29.34,9.4,16,0,11.0,91,0.0,70,0.02,220,21,0.18,SW,September
245,2018-09-03 23:59:00,79,85.0,30.15,29.44,6.6,14,0,9.3,88,0.0,70,1.79,70,21,1.97,E,September
246,2018-09-04 23:59:00,82,64.0,30.11,29.39,7.7,17,0,12.6,92,0.0,71,0.0,190,15,1.97,S,September
247,2018-09-05 23:59:00,80,72.0,30.09,29.39,12.1,15,0,10.9,91,0.0,69,0.24,220,24,2.21,SW,September
248,2018-09-06 23:59:00,67,77.0,30.25,29.54,13.4,2,0,-1.8,69,0.0,64,0.53,20,22,2.74,N,September
249,2018-09-07 23:59:00,66,71.0,30.22,29.49,13.4,1,0,-2.4,69,0.0,63,0.3,40,23,3.04,NE,September
250,2018-09-08 23:59:00,66,62.0,30.14,29.41,17.1,1,0,-2.1,69,0.0,63,0.0,50,23,3.04,NE,September
251,2018-09-09 23:59:00,64,64.0,30.04,29.31,15.1,0,1,-3.8,68,0.0,60,0.0,30,25,3.04,NE,September
252,2018-09-10 23:59:00,65,75.0,30.02,29.31,6.7,0,0,-2.4,74,0.0,56,0.0,10,15,3.04,N,September
253,2018-09-11 23:59:00,68,68.0,30.12,29.4,4.5,3,0,1.0,79,0.0,57,0.0,180,12,3.04,S,September
254,2018-09-12 23:59:00,72,62.0,30.17,29.45,5.7,7,0,5.4,82,0.0,61,0.0,80,15,3.04,E,September
255,2018-09-13 23:59:00,69,68.0,30.15,29.43,4.5,4,0,2.8,78,0.0,60,0.0,80,13,3.04,E,September
256,2018-09-14 23:59:00,76,63.0,30.13,29.41,3.7,11,0,10.2,87,0.0,64,0.0,60,14,3.04,NE,September
257,2018-09-15 23:59:00,73,69.0,30.15,29.44,6.9,8,0,7.6,82,0.0,64,0.0,30,14,3.04,NE,September
258,2018-09-16 23:59:00,78,69.0,30.04,29.31,6.5,13,0,13.0,89,0.0,66,0.0,110,15,3.04,E,September
259,2018-09-17 23:59:00,80,61.0,29.92,29.2,3.3,15,0,15.4,91,0.0,69,0.0,100,12,3.04,E,September
260,2018-09-18 23:59:00,71,78.0,29.95,29.24,8.3,6,0,6.9,75,0.0,66,0.0,360,22,3.04,N,September
261,2018-09-19 23:59:00,71,80.0,30.0,29.28,9.2,6,0,7.3,76,0.0,66,0.21,10,16,3.25,N,September
262,2018-09-20 23:59:00,80,68.0,29.87,29.14,7.9,15,0,16.8,93,0.0,66,0.0,210,23,3.25,SW,September
263,2018-09-21 23:59:00,70,56.0,29.97,29.3,16.2,5,0,7.2,83,0.0,56,0.0,210,26,3.25,SW,September
264,2018-09-22 23:59:00,58,60.0,30.24,29.52,9.3,0,7,-4.3,64,0.0,51,0.0,60,22,3.25,NE,September
265,2018-09-23 23:59:00,61,69.0,30.15,29.41,5.2,0,4,-0.9,71,0.0,50,0.0,80,13,3.25,E,September
266,2018-09-24 23:59:00,66,78.0,30.0,29.26,6.5,1,0,4.6,74,0.0,57,0.0,120,13,3.25,SE,September
267,2018-09-25 23:59:00,73,77.0,29.86,29.15,8.8,8,0,12.0,84,0.0,61,0.25,290,31,3.5,W,September
268,2018-09-26 23:59:00,59,61.0,30.08,29.37,8.7,0,6,-1.6,67,0.0,50,0.0,320,20,3.5,NW,September
269,2018-09-27 23:59:00,59,53.0,30.0,29.27,7.6,0,6,-1.1,70,0.0,48,0.0,200,16,3.5,S,September
270,2018-09-28 23:59:00,53,74.0,30.14,29.43,6.0,0,12,-6.7,60,0.0,46,0.07,280,16,3.57,W,September
271,2018-09-29 23:59:00,52,61.0,30.29,29.57,6.1,0,13,-7.2,61,0.0,42,0.02,100,16,3.59,E,September
272,2018-09-30 23:59:00,58,84.0,30.18,29.45,7.5,0,7,-0.8,62,0.0,53,0.06,30,15,3.65,NE,September
273,2018-10-01 23:59:00,65,84.0,30.11,29.36,7.2,0,0,6.6,72,0.0,57,1.56,320,18,1.56,NW,October
274,2018-10-02 23:59:00,63,84.0,30.07,29.34,5.1,0,2,5.0,67,0.0,58,0.01,300,15,1.57,NW,October
275,2018-10-03 23:59:00,74,65.0,29.81,29.08,13.9,9,0,16.4,88,0.0,59,0.0,210,28,1.57,SW,October
276,2018-10-04 23:59:00,65,69.0,30.11,29.41,16.0,0,0,7.8,77,0.0,52,0.04,30,24,1.61,NE,October
277,2018-10-05 23:59:00,60,89.0,29.96,29.23,7.1,0,5,3.2,65,0.0,54,1.24,130,16,2.85,SE,October
278,2018-10-06 23:59:00,64,87.0,30.01,29.32,8.1,0,1,7.6,70,0.0,57,0.12,30,17,2.97,NE,October
279,2018-10-07 23:59:00,60,91.0,30.15,29.42,10.6,0,5,4.0,63,0.0,57,0.52,30,17,3.49,NE,October
280,2018-10-08 23:59:00,74,75.0,30.03,29.31,8.8,9,0,18.4,85,0.0,63,0.15,210,21,3.64,SW,October
281,2018-10-09 23:59:00,78,69.0,29.93,29.2,10.2,13,0,22.8,85,0.0,70,0.01,160,21,3.65,S,October
282,2018-10-10 23:59:00,63,78.0,29.69,28.96,13.4,0,2,8.1,75,0.0,51,0.35,260,28,4.0,W,October
283,2018-10-11 23:59:00,46,61.0,29.94,29.23,13.8,0,19,-8.5,51,0.0,40,0.0,270,24,4.0,W,October
284,2018-10-12 23:59:00,39,74.0,29.97,29.24,6.9,0,26,-15.2,42,0.0,36,0.0,240,14,4.0,SW,October
285,2018-10-13 23:59:00,43,74.0,30.01,29.28,7.5,0,22,-10.8,53,0.0,32,0.0,200,15,4.0,S,October
286,2018-10-14 23:59:00,46,76.0,30.02,29.28,5.9,0,19,-7.5,54,0.0,38,0.07,300,16,4.07,NW,October
287,2018-10-15 23:59:00,43,66.0,30.17,29.46,11.3,0,22,-10.1,48,0.0,37,0.1,290,20,4.17,W,October
288,2018-10-16 23:59:00,47,56.0,30.1,29.36,12.4,0,18,-5.8,59,0.0,34,0.0,220,25,4.17,SW,October
289,2018-10-17 23:59:00,45,53.0,30.31,29.59,10.0,0,20,-7.5,51,0.0,38,0.0,320,21,4.17,NW,October
290,2018-10-18 23:59:00,46,49.0,30.41,29.66,5.8,0,19,-6.1,58,0.0,34,0.0,220,15,4.17,SW,October
291,2018-10-19 23:59:00,50,71.0,30.0,29.21,12.3,0,15,-1.8,54,0.0,46,0.03,210,21,4.2,SW,October
292,2018-10-20 23:59:00,41,57.0,30.04,29.34,14.1,0,24,-10.5,51,0.0,31,0.0,320,35,4.2,NW,October
293,2018-10-21 23:59:00,40,50.0,30.23,29.47,9.1,0,25,-11.2,51,0.0,28,0.0,200,17,4.2,S,October
294,2018-10-22 23:59:00,51,50.0,30.06,29.31,7.3,0,14,0.2,64,0.0,38,0.0,260,15,4.2,W,October
295,2018-10-23 23:59:00,46,61.0,30.27,29.56,7.1,0,19,-4.5,54,0.0,38,0.0,350,16,4.2,N,October
296,2018-10-24 23:59:00,45,73.0,30.37,29.62,3.5,0,20,-5.2,52,0.0,37,0.0,120,9,4.2,SE,October
297,2018-10-25 23:59:00,45,65.0,30.13,29.36,5.0,0,20,-4.8,53,0.0,37,0.0,90,10,4.2,E,October
298,2018-10-26 23:59:00,50,70.0,29.86,29.1,9.0,0,15,0.5,53,0.0,46,0.0,30,16,4.2,NE,October
299,2018-10-27 23:59:00,49,76.0,29.87,29.13,5.2,0,16,-0.2,54,0.0,43,0.0,10,10,4.2,N,October
300,2018-10-28 23:59:00,48,82.0,29.76,29.04,11.8,0,17,-0.8,51,0.0,44,0.12,310,25,4.32,NW,October
301,2018-10-29 23:59:00,48,74.0,30.03,29.31,6.1,0,17,-0.5,56,0.0,40,0.0,290,12,4.32,W,October
302,2018-10-30 23:59:00,55,76.0,29.86,29.11,7.9,0,10,6.9,64,0.0,45,0.3,300,25,4.62,NW,October
303,2018-10-31 23:59:00,54,67.0,29.92,29.2,7.2,0,11,6.3,61,0.0,47,0.17,340,15,4.79,N,October
304,2018-11-01 23:59:00,48,64.0,29.82,29.09,13.0,0,17,0.6,52,0.0,43,0.0,10,23,0.0,N,November
305,2018-11-02 23:59:00,44,72.0,29.88,29.15,7.0,0,21,-3.0,50,0.0,37,0.0,20,14,0.0,N,November
306,2018-11-03 23:59:00,42,68.0,30.12,29.41,7.5,0,23,-4.6,50,0.0,34,0.06,110,15,0.06,E,November
307,2018-11-04 23:59:00,49,84.0,29.93,29.18,14.9,0,16,2.8,52,0.0,46,0.54,160,22,0.6,S,November
308,2018-11-05 23:59:00,48,79.0,29.83,29.05,9.7,0,17,2.2,51,0.0,44,0.37,250,17,0.97,W,November
309,2018-11-06 23:59:00,44,79.0,29.72,29.03,16.3,0,21,-1.4,50,0.0,38,0.06,240,32,1.03,SW,November
310,2018-11-07 23:59:00,36,65.0,30.12,29.43,15.0,0,29,-8.9,39,0.0,33,0.0,260,24,1.03,W,November
311,2018-11-08 23:59:00,37,65.0,30.33,29.58,4.0,0,28,-7.5,41,0.0,33,0.0,310,12,1.03,NW,November
312,2018-11-09 23:59:00,29,73.0,30.14,29.38,12.0,0,36,-15.0,37,1.0,20,0.13,290,25,1.16,W,November
313,2018-11-10 23:59:00,27,61.0,30.33,29.57,10.9,0,38,-16.6,33,0.0,20,0.0,280,23,1.16,W,November
314,2018-11-11 23:59:00,35,61.0,30.25,29.51,8.0,0,30,-8.1,41,0.0,28,0.0,210,16,1.16,SW,November
315,2018-11-12 23:59:00,29,68.0,30.34,29.59,9.6,0,36,-13.6,34,0.0,24,0.0,360,17,1.16,N,November
316,2018-11-13 23:59:00,24,56.0,30.44,29.69,9.1,0,41,-18.2,29,0.0,19,0.0,320,16,1.16,NW,November
317,2018-11-14 23:59:00,27,66.0,30.51,29.72,5.0,0,38,-14.7,36,0.0,17,0.0,40,13,1.16,NE,November
318,2018-11-15 23:59:00,31,86.0,30.06,29.26,5.1,0,34,-10.2,35,1.1,26,0.09,200,14,1.25,S,November
319,2018-11-16 23:59:00,35,78.0,29.99,29.26,9.6,0,30,-5.7,41,0.0,29,0.0,300,22,1.25,NW,November
320,2018-11-17 23:59:00,34,86.0,30.27,29.54,7.4,0,31,-6.2,35,1.5,32,0.13,30,15,1.38,NE,November
321,2018-11-18 23:59:00,32,73.0,30.24,29.47,6.1,0,33,-7.7,38,0.0,25,0.0,260,12,1.38,W,November
322,2018-11-19 23:59:00,29,78.0,30.1,29.34,8.0,0,36,-10.2,34,0.0,23,0.0,350,16,1.38,N,November
323,2018-11-20 23:59:00,32,67.0,30.18,29.42,11.7,0,33,-6.7,35,0.0,29,0.0,250,21,1.38,W,November
324,2018-11-21 23:59:00,33,68.0,30.31,29.58,10.4,0,32,-5.1,36,0.0,30,0.0,30,20,1.38,NE,November
325,2018-11-22 23:59:00,36,71.0,30.3,29.54,9.7,0,29,-1.6,40,0.0,31,0.0,150,17,1.38,SE,November
326,2018-11-23 23:59:00,43,77.0,29.91,29.1,11.7,0,22,5.9,51,0.0,34,0.04,180,24,1.42,S,November
327,2018-11-24 23:59:00,44,85.0,29.6,28.89,10.8,0,21,7.4,47,0.0,40,0.18,240,24,1.6,SW,November
328,2018-11-25 23:59:00,37,89.0,29.77,29.02,15.1,0,28,0.9,40,3.3,33,1.2,20,33,2.8,N,November
329,2018-11-26 23:59:00,29,80.0,29.87,29.15,17.5,0,36,-6.6,33,5.1,24,0.39,20,39,3.19,N,November
330,2018-11-27 23:59:00,22,78.0,29.98,29.24,8.6,0,43,-13.1,25,0.0,19,0.0,260,15,3.19,W,November
331,2018-11-28 23:59:00,22,76.0,30.06,29.31,4.6,0,43,-12.6,27,0.7,17,0.05,230,13,3.24,SW,November
332,2018-11-29 23:59:00,33,77.0,29.92,29.16,5.8,0,32,-1.1,38,0.0,27,0.0,130,12,3.24,SE,November
333,2018-11-30 23:59:00,35,79.0,30.01,29.26,5.0,0,30,1.4,42,0.0,28,0.0,90,15,3.24,E,November
334,2018-12-01 23:59:00,39,93.0,29.59,28.85,12.6,0,26,5.8,42,0.0,36,1.13,60,25,1.13,NE,December
335,2018-12-02 23:59:00,40,87.0,29.47,28.7,9.0,0,25,7.3,44,0.0,35,0.1,340,18,1.23,N,December
336,2018-12-03 23:59:00,32,79.0,30.01,29.28,13.0,0,33,-0.3,35,0.3,29,0.01,360,24,1.24,N,December
337,2018-12-04 23:59:00,30,70.0,30.16,29.44,7.9,0,35,-1.8,32,0.0,28,0.0,320,14,1.24,NW,December
338,2018-12-05 23:59:00,29,72.0,30.14,29.39,10.6,0,36,-2.4,33,0.0,25,0.0,250,16,1.24,W,December
339,2018-12-06 23:59:00,26,65.0,30.26,29.51,9.8,0,39,-5.0,33,0.0,19,0.0,320,17,1.24,NW,December
340,2018-12-07 23:59:00,21,66.0,30.5,29.75,6.2,0,44,-9.6,25,0.0,16,0.0,230,18,1.24,SW,December
341,2018-12-08 23:59:00,26,66.0,30.58,29.82,3.7,0,39,-4.2,32,0.0,20,0.0,20,10,1.24,N,December
342,2018-12-09 23:59:00,26,78.0,30.39,29.64,4.2,0,39,-3.8,35,0.0,17,0.0,350,12,1.24,N,December
343,2018-12-10 23:59:00,25,81.0,30.24,29.48,7.0,0,40,-4.4,34,0.0,16,0.0,220,15,1.24,SW,December
344,2018-12-11 23:59:00,32,79.0,30.06,29.31,7.7,0,33,2.9,38,0.0,25,0.0,230,16,1.24,SW,December
345,2018-12-12 23:59:00,35,76.0,29.84,29.1,10.8,0,30,6.3,41,0.0,29,0.0,230,22,1.24,SW,December
346,2018-12-13 23:59:00,35,83.0,30.09,29.34,4.3,0,30,6.6,46,0.0,24,0.15,160,14,1.39,S,December
347,2018-12-14 23:59:00,36,98.0,30.18,29.44,6.8,0,29,7.9,40,0.0,32,0.13,10,13,1.52,N,December
348,2018-12-15 23:59:00,36,85.0,30.16,29.42,7.7,0,29,8.2,46,0.0,26,0.0,30,14,1.52,NE,December
349,2018-12-16 23:59:00,37,80.0,30.1,29.36,6.5,0,28,9.5,49,0.0,25,0.0,260,14,1.52,W,December
350,2018-12-17 23:59:00,35,60.0,30.19,29.45,7.6,0,30,7.7,42,0.0,28,0.0,350,17,1.52,N,December
351,2018-12-18 23:59:00,34,72.0,30.15,29.41,6.7,0,31,7.0,42,0.0,25,0.0,230,14,1.52,SW,December
352,2018-12-19 23:59:00,41,73.0,29.84,29.1,10.9,0,24,14.3,49,0.0,33,0.0,180,18,1.52,S,December
353,2018-12-20 23:59:00,42,93.0,29.66,28.92,7.8,0,23,15.5,46,0.0,38,0.1,360,15,1.62,N,December
354,2018-12-21 23:59:00,34,84.0,29.69,28.94,13.6,0,31,7.7,38,0.0,29,0.05,360,22,1.67,N,December
355,2018-12-22 23:59:00,31,79.0,29.94,29.21,6.2,0,34,4.9,34,0.0,28,0.0,200,13,1.67,S,December
356,2018-12-23 23:59:00,33,71.0,30.08,29.34,11.2,0,32,7.1,38,0.0,28,0.0,260,24,1.67,W,December
357,2018-12-24 23:59:00,28,67.0,30.23,29.49,5.8,0,37,2.3,33,0.0,23,0.0,270,17,1.67,W,December
358,2018-12-25 23:59:00,37,77.0,30.28,29.54,3.6,0,28,11.5,45,0.0,28,0.0,240,12,1.67,SW,December
359,2018-12-26 23:59:00,37,75.0,30.37,29.63,5.2,0,28,11.6,47,0.0,26,0.0,130,18,1.67,SE,December
360,2018-12-27 23:59:00,46,86.0,29.83,29.08,15.6,0,19,20.8,53,0.0,39,0.66,170,22,2.33,S,December
361,2018-12-28 23:59:00,42,86.0,29.86,29.1,15.2,0,23,17.0,53,0.2,30,0.08,230,24,2.41,SW,December
362,2018-12-29 23:59:00,26,88.0,30.23,29.49,7.6,0,39,1.1,30,0.9,22,0.05,240,21,2.46,SW,December
363,2018-12-30 23:59:00,28,76.0,30.06,29.28,11.1,0,37,3.2,36,0.0,19,0.0,210,20,2.46,SW,December
364,2018-12-31 23:59:00,35,94.0,29.78,29.05,8.7,0,30,10.4,39,0.0,31,0.86,360,25,3.32,N,December
